"","X_id","location_name","address","year","year_stage","suspected_non_fatal_overdoses"
"284",284,"Homes First Society Savard's Shelter","1322 Bloor St W",2018,"Q4",""
"285",285,"Homes First Society Savard's Shelter","1322 Bloor St W",2019,"Q1",""
"286",286,"Homes First Society Savard's Shelter","1322 Bloor St W",2019,"Q2","< 5"
"287",287,"Homes First Society Savard's Shelter","1322 Bloor St W",2019,"Q3",""
"288",288,"Homes First Society Savard's Shelter","1322 Bloor St W",2019,"Q4",""
"289",289,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2018,"Q1","< 5"
"290",290,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2018,"Q2","6"
"291",291,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2018,"Q3","< 5"
"292",292,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2018,"Q4","< 5"
"293",293,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2019,"Q1","< 5"
"294",294,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2019,"Q2","< 5"
"295",295,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2019,"Q3",""
"296",296,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2019,"Q4","< 5"
"297",297,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2020,"Q1","7"
"298",298,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2020,"Q2","< 5"
"299",299,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2020,"Q3","< 5"
"300",300,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2020,"Q4","< 5"
"301",301,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2021,"Q1","< 5"
"302",302,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2021,"Q2","0"
"303",303,"HFS St. Clair Ave E Shelter","3576 St Clair Ave E",2021,"Q3","6"
"304",304,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2018,"Q1",""
"305",305,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2018,"Q2",""
"306",306,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2018,"Q3","< 5"
"307",307,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2018,"Q4","19"
"308",308,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2019,"Q1","26"
"309",309,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2019,"Q2","15"
"310",310,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2019,"Q3","10"
"311",311,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2019,"Q4","15"
"312",312,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2020,"Q1","39"
"313",313,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2020,"Q2","32"
"314",314,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2020,"Q3","22"
"315",315,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2020,"Q4","47"
"316",316,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2021,"Q1","30"
"317",317,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2021,"Q2","37"
"318",318,"HFS 545 Lake Shore Blvd W ","545 Lake Shore Blvd W",2021,"Q3","42"
"319",319,"HFS Willowdale Centre","5800 Yonge St",2020,"Q1",""
"320",320,"HFS Willowdale Centre","5800 Yonge St",2020,"Q2",""
"321",321,"HFS Willowdale Centre","5800 Yonge St",2020,"Q3","6"
"322",322,"HFS Willowdale Centre","5800 Yonge St",2020,"Q4","< 5"
"323",323,"HFS Willowdale Centre","5800 Yonge St",2021,"Q1","27"
"324",324,"HFS Willowdale Centre","5800 Yonge St",2021,"Q2","31"
"325",325,"HFS Willowdale Centre","5800 Yonge St",2021,"Q3","28"
"326",326,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2018,"Q1","< 5"
"327",327,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2018,"Q2",""
"328",328,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2018,"Q3",""
"329",329,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2018,"Q4","< 5"
"330",330,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2019,"Q1","< 5"
"331",331,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2019,"Q2","< 5"
"332",332,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2019,"Q3",""
"333",333,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2019,"Q4",""
"334",334,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2020,"Q1","< 5"
"335",335,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2020,"Q2","< 5"
"336",336,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2020,"Q3","< 5"
"337",337,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2020,"Q4","< 5"
"338",338,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2021,"Q1","< 5"
"339",339,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2021,"Q2","0"
"340",340,"HFS Kennedy Rd Women's Shelter","702 Kennedy Rd",2021,"Q3","0"
"341",341,"HFS Strachan House","805A Wellington St W",2018,"Q1","< 5"
"342",342,"HFS Strachan House","805A Wellington St W",2018,"Q2","< 5"
"343",343,"HFS Strachan House","805A Wellington St W",2018,"Q3","< 5"
"344",344,"HFS Strachan House","805A Wellington St W",2018,"Q4","< 5"
"345",345,"HFS Strachan House","805A Wellington St W",2019,"Q1","5"
"346",346,"HFS Strachan House","805A Wellington St W",2019,"Q2","9"
"347",347,"HFS Strachan House","805A Wellington St W",2019,"Q3","5"
"348",348,"HFS Strachan House","805A Wellington St W",2019,"Q4","< 5"
"349",349,"HFS Strachan House","805A Wellington St W",2020,"Q1","5"
"350",350,"HFS Strachan House","805A Wellington St W",2020,"Q2","7"
"351",351,"HFS Strachan House","805A Wellington St W",2020,"Q3","10"
"352",352,"HFS Strachan House","805A Wellington St W",2020,"Q4","10"
"353",353,"HFS Strachan House","805A Wellington St W",2021,"Q1","11"
"354",354,"HFS Strachan House","805A Wellington St W",2021,"Q2","< 5"
"355",355,"HFS Strachan House","805A Wellington St W",2021,"Q3","6"
"356",356,"HFS 45 The Esplanade","45 The Esplanade",2021,"Q1","5"
"357",357,"HFS 45 The Esplanade","45 The Esplanade",2021,"Q2","14"
"358",358,"HFS 45 The Esplanade","45 The Esplanade",2021,"Q3","46"
"359",359,"HFS - Lawrence East Shelter","4117 Lawrence Ave E",2021,"Q1",""
"360",360,"HFS - Lawrence East Shelter","4117 Lawrence Ave E",2021,"Q2",""
"361",361,"HFS - Lawrence East Shelter","4117 Lawrence Ave E",2021,"Q3","13"
"362",362,"Horizons for Youth","422 Gilbert Ave",2020,"Q1","< 5"
"363",363,"Horizons for Youth","422 Gilbert Ave",2020,"Q2",""
"364",364,"Horizons for Youth","422 Gilbert Ave",2020,"Q3",""
"365",365,"Horizons for Youth","422 Gilbert Ave",2020,"Q4",""
"366",366,"Dixon Hall Downtown Hotel","56 Yonge St",2020,"Q1",""
"367",367,"Dixon Hall Downtown Hotel","56 Yonge St",2020,"Q2",""
"368",368,"Dixon Hall Downtown Hotel","56 Yonge St",2020,"Q3","< 5"
"369",369,"Dixon Hall Downtown Hotel","56 Yonge St",2020,"Q4","8"
"370",370,"Dixon Hall Downtown Hotel","56 Yonge St",2021,"Q1","< 5"
"371",371,"Dixon Hall Downtown Hotel","56 Yonge St",2021,"Q2","< 5"
"372",372,"Dixon Hall Downtown Hotel","56 Yonge St",2021,"Q3","9"
"373",373,"CONC West End Hotel Program","14 Roncesvalles Ave",2020,"Q1",""
"374",374,"CONC West End Hotel Program","14 Roncesvalles Ave",2020,"Q2",""
"375",375,"CONC West End Hotel Program","14 Roncesvalles Ave",2020,"Q3",""
"376",376,"CONC West End Hotel Program","14 Roncesvalles Ave",2020,"Q4","< 5"
"377",377,"Jimmie Simpson CC","870 Queen St E",2020,"Q1",""
"378",378,"Jimmie Simpson CC","870 Queen St E",2020,"Q2","6"
"379",379,"Jimmie Simpson CC","870 Queen St E",2020,"Q3",""
"380",380,"Jimmie Simpson CC","870 Queen St E",2020,"Q4",""
"381",381,"John Innes CC","150 Sherbourne St",2020,"Q1",""
"382",382,"John Innes CC","150 Sherbourne St",2020,"Q2","14"
"383",383,"John Innes CC","150 Sherbourne St",2020,"Q3","< 5"
"384",384,"John Innes CC","150 Sherbourne St",2020,"Q4","< 5"
"385",385,"Kennedy House Youth Shelter","1076 Pape Ave",2018,"Q1",""
"386",386,"Kennedy House Youth Shelter","1076 Pape Ave",2018,"Q2",""
"387",387,"Kennedy House Youth Shelter","1076 Pape Ave",2018,"Q3",""
"388",388,"Kennedy House Youth Shelter","1076 Pape Ave",2018,"Q4","< 5"
"389",389,"Kennedy House Youth Shelter","1076 Pape Ave",2019,"Q1",""
"390",390,"Kennedy House Youth Shelter","1076 Pape Ave",2019,"Q2",""
"391",391,"Kennedy House Youth Shelter","1076 Pape Ave",2019,"Q3","< 5"
"392",392,"Kennedy House Youth Shelter","1076 Pape Ave",2019,"Q4",""
"393",393,"Kennedy House Youth Shelter","1076 Pape Ave",2020,"Q1",""
"394",394,"Kennedy House Youth Shelter","1076 Pape Ave",2020,"Q2","< 5"
"395",395,"Kennedy House Youth Shelter","1076 Pape Ave",2020,"Q3",""
"396",396,"Kennedy House Youth Shelter","1076 Pape Ave",2020,"Q4",""
"397",397,"Margaret's 21 Park Rd Respite ","21 Park Rd",2018,"Q1",""
"398",398,"Margaret's 21 Park Rd Respite ","21 Park Rd",2018,"Q2",""
"399",399,"Margaret's 21 Park Rd Respite ","21 Park Rd",2018,"Q3","< 5"
"400",400,"Margaret's 21 Park Rd Respite ","21 Park Rd",2018,"Q4","< 5"
"401",401,"Margaret's 21 Park Rd Respite ","21 Park Rd",2019,"Q1","< 5"
"402",402,"Margaret's 21 Park Rd Respite ","21 Park Rd",2019,"Q2",""
"403",403,"Margaret's 21 Park Rd Respite ","21 Park Rd",2019,"Q3","< 5"
"404",404,"Margaret's 21 Park Rd Respite ","21 Park Rd",2019,"Q4","< 5"
"405",405,"Margaret's 21 Park Rd Respite ","21 Park Rd",2020,"Q1",""
"406",406,"Margaret's 21 Park Rd Respite ","21 Park Rd",2020,"Q2",""
"407",407,"Margaret's 21 Park Rd Respite ","21 Park Rd",2020,"Q3",""
"408",408,"Margaret's 21 Park Rd Respite ","21 Park Rd",2020,"Q4","< 5"
"409",409,"Margaret's 21 Park Rd Respite ","21 Park Rd",2021,"Q1","< 5"
"410",410,"Margaret's 21 Park Rd Respite ","21 Park Rd",2021,"Q2","< 5"
"411",411,"Margaret's 21 Park Rd Respite ","21 Park Rd",2021,"Q3","6"
"412",412,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2018,"Q1","5"
"413",413,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2018,"Q2","< 5"
"414",414,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2018,"Q3","< 5"
"415",415,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2018,"Q4","< 5"
"416",416,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2019,"Q1","6"
"417",417,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2019,"Q2","6"
"418",418,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2019,"Q3","< 5"
"419",419,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2019,"Q4","< 5"
"420",420,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2020,"Q1","9"
"421",421,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2020,"Q2","< 5"
"422",422,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2020,"Q3","< 5"
"423",423,"Margaret's 323 Dundas St E Women's Drop-In","323 Dundas St E",2020,"Q4",""
"424",424,"Masaryk-Cowan CRC","220 Cowan Ave",2020,"Q1",""
"425",425,"Masaryk-Cowan CRC","220 Cowan Ave",2020,"Q2","< 5"
"426",426,"Masaryk-Cowan CRC","220 Cowan Ave",2020,"Q3","< 5"
"427",427,"Masaryk-Cowan CRC","220 Cowan Ave",2020,"Q4",""
"428",428,"Matty Eckler CC","953 Gerrard St E",2020,"Q1",""
"429",429,"Matty Eckler CC","953 Gerrard St E",2020,"Q2","< 5"
"430",430,"Matty Eckler CC","953 Gerrard St E",2020,"Q3",""
"431",431,"Matty Eckler CC","953 Gerrard St E",2020,"Q4",""
"432",432,"Na-Me-Res ","14 Vaughan Rd",2018,"Q1","< 5"
"433",433,"Na-Me-Res ","14 Vaughan Rd",2018,"Q2",""
"434",434,"Na-Me-Res ","14 Vaughan Rd",2018,"Q3",""
"435",435,"Na-Me-Res ","14 Vaughan Rd",2018,"Q4",""
"436",436,"Na-Me-Res ","14 Vaughan Rd",2019,"Q1",""
"437",437,"Na-Me-Res ","14 Vaughan Rd",2019,"Q2",""
"438",438,"Na-Me-Res ","14 Vaughan Rd",2019,"Q3",""
"439",439,"Na-Me-Res ","14 Vaughan Rd",2019,"Q4","< 5"
"440",440,"Na-Me-Res ","14 Vaughan Rd",2020,"Q1","< 5"
"441",441,"Na-Me-Res ","14 Vaughan Rd",2020,"Q2",""
"442",442,"Na-Me-Res ","14 Vaughan Rd",2020,"Q3",""
"443",443,"Na-Me-Res ","14 Vaughan Rd",2020,"Q4","< 5"
"444",444,"Na-Me-Res ","14 Vaughan Rd",2021,"Q1","< 5"
"445",445,"Na-Me-Res ","14 Vaughan Rd",2021,"Q2","0"
"446",446,"Na-Me-Res ","14 Vaughan Rd",2021,"Q3","0"
"447",447,"Sagatay","26 Vaughan Rd",2019,"Q1",""
"448",448,"Sagatay","26 Vaughan Rd",2019,"Q2",""
"449",449,"Sagatay","26 Vaughan Rd",2019,"Q3",""
"450",450,"Sagatay","26 Vaughan Rd",2019,"Q4","< 5"
"451",451,"Sagatay","26 Vaughan Rd",2021,"Q1","0"
"452",452,"Sagatay","26 Vaughan Rd",2021,"Q2","< 5"
"453",453,"Sagatay","26 Vaughan Rd",2021,"Q3","0"
"454",454,"SSHA Scarborough Hotel Program 1","4584 Kingston Rd",2021,"Q1","< 5"
"455",455,"SSHA Scarborough Hotel Program 1","4584 Kingston Rd",2021,"Q2","< 5"
"456",456,"SSHA Scarborough Hotel Program 2","4584 Kingston Rd",2021,"Q3","10"
"457",457,"Queen Elizabeth Building","180 Princes' Blvd",2018,"Q1",""
"458",458,"Queen Elizabeth Building","180 Princes' Blvd",2018,"Q2",""
"459",459,"Queen Elizabeth Building","180 Princes' Blvd",2018,"Q3",""
"460",460,"Queen Elizabeth Building","180 Princes' Blvd",2018,"Q4","30"
"461",461,"Queen Elizabeth Building","180 Princes' Blvd",2019,"Q1","50"
"462",462,"Queen Elizabeth Building","180 Princes' Blvd",2019,"Q2","< 5"
"463",463,"Queen Elizabeth Building","180 Princes' Blvd",2019,"Q3",""
"464",464,"Queen Elizabeth Building","180 Princes' Blvd",2019,"Q4",""
"465",465,"Queen Elizabeth Building","180 Princes' Blvd",2020,"Q1",""
"466",466,"Queen Elizabeth Building","180 Princes' Blvd",2020,"Q2",""
"467",467,"Queen Elizabeth Building","180 Princes' Blvd",2020,"Q3",""
"468",468,"Queen Elizabeth Building","180 Princes' Blvd",2020,"Q4","< 5"
"469",469,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2020,"Q1",""
"470",470,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2020,"Q2",""
"471",471,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2020,"Q3","14"
"472",472,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2020,"Q4","11"
"473",473,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2021,"Q1","5"
"474",474,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2021,"Q2","15"
"475",475,"SSHA Roehampton Hotel Program","808 Mt Pleasant Rd",2021,"Q3","7"
"476",476,"SSHA Birkdale Residence","1229 Ellesmere Rd",2018,"Q1",""
"477",477,"SSHA Birkdale Residence","1229 Ellesmere Rd",2018,"Q2",""
"478",478,"SSHA Birkdale Residence","1229 Ellesmere Rd",2018,"Q3","< 5"
"479",479,"SSHA Birkdale Residence","1229 Ellesmere Rd",2018,"Q4",""
"480",480,"SSHA Birkdale Residence","1229 Ellesmere Rd",2019,"Q1",""
"481",481,"SSHA Birkdale Residence","1229 Ellesmere Rd",2019,"Q2","< 5"
"482",482,"SSHA Birkdale Residence","1229 Ellesmere Rd",2019,"Q3",""
"483",483,"SSHA Birkdale Residence","1229 Ellesmere Rd",2019,"Q4",""
"484",484,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2018,"Q1","< 5"
"485",485,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2018,"Q2","< 5"
"486",486,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2018,"Q3","6"
"487",487,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2018,"Q4","5"
"488",488,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2019,"Q1","< 5"
"489",489,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2019,"Q2","6"
"490",490,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2019,"Q3","< 5"
"491",491,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2019,"Q4","5"
"492",492,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2020,"Q1","< 5"
"493",493,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2020,"Q2","< 5"
"494",494,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2020,"Q3","< 5"
"495",495,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2020,"Q4","< 5"
"496",496,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2021,"Q1","11"
"497",497,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2021,"Q2","7"
"498",498,"Streets to Homes Assessment and Referral Centre (SHARC)","129 Peter St",2021,"Q3","< 5"
"499",499,"SSHA Downsview Dells","1651 Sheppard Ave W",2018,"Q1","< 5"
"500",500,"SSHA Downsview Dells","1651 Sheppard Ave W",2018,"Q2",""
"501",501,"SSHA Downsview Dells","1651 Sheppard Ave W",2018,"Q3",""
"502",502,"SSHA Downsview Dells","1651 Sheppard Ave W",2018,"Q4",""
"503",503,"SSHA Downsview Dells","1651 Sheppard Ave W",2021,"Q1","0"
"504",504,"SSHA Downsview Dells","1651 Sheppard Ave W",2021,"Q2","0"
"505",505,"SSHA Downsview Dells","1651 Sheppard Ave W",2021,"Q3","< 5"
"506",506,"SSHA Robertson House","291 Sherbourne St",2019,"Q1",""
"507",507,"SSHA Robertson House","291 Sherbourne St",2019,"Q2",""
"508",508,"SSHA Robertson House","291 Sherbourne St",2019,"Q3","< 5"
"509",509,"SSHA Robertson House","291 Sherbourne St",2019,"Q4",""
"510",510,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2019,"Q1",""
"511",511,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2019,"Q2","< 5"
"512",512,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2019,"Q3",""
"513",513,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2019,"Q4",""
"514",514,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2020,"Q1",""
"515",515,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2020,"Q2",""
"516",516,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2020,"Q3",""
"517",517,"SSHA Scarborough Hotel Program 2","3137 Kingston Rd",2020,"Q4","< 5"
"518",518,"SSHA Seaton House","339 George St",2018,"Q1","8"
"519",519,"SSHA Seaton House","339 George St",2018,"Q2","< 5"
"520",520,"SSHA Seaton House","339 George St",2018,"Q3","13"
"521",521,"SSHA Seaton House","339 George St",2018,"Q4","19"
"522",522,"SSHA Seaton House","339 George St",2019,"Q1","25"
"523",523,"SSHA Seaton House","339 George St",2019,"Q2","27"
"524",524,"SSHA Seaton House","339 George St",2019,"Q3","11"
"525",525,"SSHA Seaton House","339 George St",2019,"Q4","13"
"526",526,"SSHA Seaton House","339 George St",2020,"Q1","16"
"527",527,"SSHA Seaton House","339 George St",2020,"Q2","7"
"528",528,"SSHA Seaton House","339 George St",2020,"Q3","6"
"529",529,"SSHA Seaton House","339 George St",2020,"Q4","17"
"530",530,"SSHA Seaton House","339 George St",2021,"Q1","10"
"531",531,"SSHA Seaton House","339 George St",2021,"Q2","21"
"532",532,"SSHA Seaton House","339 George St",2021,"Q3","42"
"533",533,"Homes First Society 354 George St Shelter","354 George St",2018,"Q1","< 5"
"534",534,"Homes First Society 354 George St Shelter","354 George St",2018,"Q2","5"
"535",535,"Homes First Society 354 George St Shelter","354 George St",2018,"Q3","8"
"536",536,"Homes First Society 354 George St Shelter","354 George St",2018,"Q4","14"
"537",537,"Homes First Society 354 George St Shelter","354 George St",2019,"Q1","17"
"538",538,"Homes First Society 354 George St Shelter","354 George St",2019,"Q2","6"
"539",539,"Homes First Society 354 George St Shelter","354 George St",2019,"Q3",""
"540",540,"Homes First Society 354 George St Shelter","354 George St",2019,"Q4",""
"541",541,"Homes First Society 354 George St Shelter","354 George St",2020,"Q1",""
"542",542,"Homes First Society 354 George St Shelter","354 George St",2020,"Q2","< 5"
"543",543,"Homes First Society 354 George St Shelter","354 George St",2020,"Q3","< 5"
"544",544,"Homes First Society 354 George St Shelter","354 George St",2020,"Q4","< 5"
"545",545,"Dixon Hall 354 George St Shelter","354 George St",2021,"Q1","5"
"546",546,"Dixon Hall 354 George St Shelter","354 George St",2021,"Q2","< 5"
"547",547,"Dixon Hall 354 George St Shelter","354 George St",2021,"Q3","5"
"548",548,"SSHA Fort York Residence","38 Bathurst St",2018,"Q1","< 5"
"549",549,"SSHA Fort York Residence","38 Bathurst St",2018,"Q2","0"
"550",550,"SSHA Fort York Residence","38 Bathurst St",2018,"Q3","< 5"
"551",551,"SSHA Fort York Residence","38 Bathurst St",2018,"Q4","< 5"
"552",552,"SSHA Fort York Residence","38 Bathurst St",2019,"Q1",""
"553",553,"SSHA Fort York Residence","38 Bathurst St",2019,"Q2",""
"554",554,"SSHA Fort York Residence","38 Bathurst St",2019,"Q3",""
"555",555,"SSHA Fort York Residence","38 Bathurst St",2019,"Q4","< 5"
"556",556,"SSHA Fort York Residence","38 Bathurst St",2020,"Q1",""
"557",557,"SSHA Fort York Residence","38 Bathurst St",2020,"Q2","< 5"
"558",558,"SSHA Fort York Residence","38 Bathurst St",2020,"Q3",""
"559",559,"SSHA Fort York Residence","38 Bathurst St",2020,"Q4","< 5"
"560",560,"SSHA Fort York Residence","38 Bathurst St",2021,"Q1",""
"561",561,"SSHA Fort York Residence","38 Bathurst St",2021,"Q2",""
"562",562,"SSHA Fort York Residence","38 Bathurst St",2021,"Q3","< 5"
"563",563,"SSHA Scarborough Hotel Program 3","4674 Kingston Rd",2019,"Q1","< 5"
"564",564,"SSHA Scarborough Hotel Program 3","4674 Kingston Rd",2019,"Q2","< 5"
"565",565,"SSHA Scarborough Hotel Program 3","4674 Kingston Rd",2019,"Q3",""
"566",566,"SSHA Scarborough Hotel Program 3","4674 Kingston Rd",2019,"Q4",""
"567",567,"SSHA Scarborough Hotel Program 4","4674 Kingston Rd",2021,"Q1",""
"568",568,"SSHA Scarborough Hotel Program 5","4674 Kingston Rd",2021,"Q2",""
"569",569,"SSHA Scarborough Hotel Program 6","4674 Kingston Rd",2021,"Q3","< 5"
"570",570,"SSHA Womens' Residence","674 Dundas St W",2018,"Q1",""
"571",571,"SSHA Womens' Residence","674 Dundas St W",2018,"Q2","< 5"
"572",572,"SSHA Womens' Residence","674 Dundas St W",2018,"Q3","< 5"
"573",573,"SSHA Womens' Residence","674 Dundas St W",2018,"Q4","< 5"
"574",574,"SSHA Womens' Residence","674 Dundas St W",2019,"Q1","< 5"
"575",575,"SSHA Womens' Residence","674 Dundas St W",2019,"Q2",""
"576",576,"SSHA Womens' Residence","674 Dundas St W",2019,"Q3",""
"577",577,"SSHA Womens' Residence","674 Dundas St W",2019,"Q4","< 5"
"578",578,"SSHA Womens' Residence","674 Dundas St W",2020,"Q1","< 5"
"579",579,"SSHA Womens' Residence","674 Dundas St W",2020,"Q2","< 5"
